LP.,wojewodztwo,powiat,gmina,typ gminy,"typ
jednostki",KESO,razem,MRiPS,MSWIA,MZ,MEiN,MKDNiS,razem_kontynuowane,MRiPS_kontynuowane,MSWIA_kontynuowane,MZ_kontynuowane,MEiN_kontynuowane,MKDNiS],razem_wypelnione,MRiPS_wypelnione,MSWIA_wypelnione,MZ_wypelnione,MEiN_wypelnione,MKDNiS_wypelnione,razem_rodzin_ogolem,MRiPS_rodzin_ogolem,MSWIA_rodzin_ogolem,MZ_rodzin_ogolem,MEiN_rodzin_ogolem,MKDNiS_rodzin_ogolem,razem_rodzin_psychiczna,MRiPS_rodzin_psychiczna,MSWIA_rodzin_psychiczna,MZ_rodzin_psychiczna,MEiN_rodzin_psychiczna,MKDNiS_rodzin_psychiczna,razem_rodzin_fizyczna,MRiPS_rodzin_fizyczna,MSWIA_rodzin_fizyczna,MZ_rodzin_fizyczna,MEiN_rodzin_fizyczna,MKDNiS_rodzin_fizyczna,razem_rodzin_seksualna,MRiPS_rodzin_seksualna,MSWIA_rodzin_seksualna,MZ_rodzin_seksualna,MEiN_rodzin_seksualna,MKDNiS_rodzin_seksualna,razem_osob,MRiPS_osob,MSWIA_osob,MZ_osob,MEiN_osob,MKDNiS_osob,razem_ogolem,MRiPS_ogolem,MSWIA_ogolem,MZ_ogolem,MEiN_ogolem,MKDNiS_ogolem,razem_kobiety_ogolem,MRiPS_kobiety_ogolem,MSWIA_kobiety_ogolem,MZ_kobiety_ogolem,MEiN_kobiety_ogolem,MKDNiS_kobiety_ogolem,razem_kobiety_niepelnosprawne,MRiPS_kobiety_niepelnosprawne,MSWIA_kobiety_niepelnosprawne,MZ_kobiety_niepelnosprawne,MEiN_kobiety_niepelnosprawne,MKDNiS_kobiety_niepelnosprawne,razem_kobiety_starsze,MRiPS_kobiety_starsze,MSWIA_kobiety_starsze,MZ_kobiety_starsze,MEiN_kobiety_starsze,MKDNiS_kobiety_starsze,razem_mezczyzni_ogolem,MRiPS_mezczyzni_ogolem,MSWIA_mezczyzni_ogolem,MZ_mezczyzni_ogolem,MEiN_mezczyzni_ogolem,MKDNiS_mezczyzni_ogolem,razem_mezczyzni_niepelnosprawni,MRiPS_mezczyzni_niepelnosprawni,MSWIA_mezczyzni_niepelnosprawni,MZ_mezczyzni_niepelnosprawni,MEiN_mezczyzni_niepelnosprawni,MKDNiS_mezczyzni_niepelnosprawni,razem_mezczyzni_starsi,MRiPS_mezczyzni_starsi,MSWIA_mezczyzni_starsi,MZ_mezczyzni_starsi,MEiN_mezczyzni_starsi,MKDNiS_mezczyzni_starsi,razem_dzieci_ogolem,MRiPS_dzieci_ogolem,MSWIA_dzieci_ogolem,MZ_dzieci_ogolem,MEiN_dzieci_ogolem,MKDNiS_dzieci_ogolem,razem_dzieci_dziewczynki,MRiPS_dzieci_dziewczynki,MSWIA_dzieci_dziewczynki,MZ_dzieci_dziewczynki,MEiN_dzieci_dziewczynki,MKDNiS_dzieci_dziewczynki,razem_dzieci_chlopcy,MRiPS_dzieci_chlopcy,MSWIA_dzieci_chlopcy,MZ_dzieci_chlopcy,MEiN_dzieci_chlopcy,MKDNiS_dzieci_chlopcy,razem_dzieci_niepelnosprawne,MRiPS_dzieci_niepelnosprawne,MSWIA_dzieci_niepelnosprawne,MZ_dzieci_niepelnosprawne,MEiN_dzieci_niepelnosprawne,MKDNiS_dzieci_niepelnosprawne,razem_formularze_C,MRiPS_formularze_C,MSWIA_formularze_C,MZ_formularze_C,MEiN_formularze_C,MKDNiS_formularze_C
1566,podlaskie,m. Białystok,M. Białystok,miejska,MOPR,252061011000,87,87,X,X,X,X,565,565,X,X,X,X,146,146,X,X,X,X,1033,1033,X,X,X,X,956,956,X,X,X,X,738,738,X,X,X,X,23,23,X,X,X,X,3058,3058,X,X,X,X,1646,1646,X,X,X,X,822,822,X,X,X,X,51,51,X,X,X,X,135,135,X,X,X,X,91,91,X,X,X,X,17,17,X,X,X,X,30,30,X,X,X,X,733,733,X,X,X,X,368,368,X,X,X,X,365,365,X,X,X,X,29,29,X,X,X,X,567,567,X,X,X,X
1567,podlaskie,bielski,Bielsk Podlaski,miejska,OPS,302003011000,1,1,X,X,X,X,28,28,X,X,X,X,55,55,X,X,X,X,144,144,X,X,X,X,123,123,X,X,X,X,80,80,X,X,X,X,5,5,X,X,X,X,398,398,X,X,X,X,169,169,X,X,X,X,121,121,X,X,X,X,0,0,X,X,X,X,6,6,X,X,X,X,34,34,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,14,14,X,X,X,X,7,7,X,X,X,X,7,7,X,X,X,X,0,0,X,X,X,X,114,114,X,X,X,X
1568,podlaskie,bielski,Bielsk Podlaski,wiejska,OPS,302003032000,0,0,X,X,X,X,4,4,X,X,X,X,1,1,X,X,X,X,32,32,X,X,X,X,26,26,X,X,X,X,6,6,X,X,X,X,0,0,X,X,X,X,88,88,X,X,X,X,25,25,X,X,X,X,7,7,X,X,X,X,1,1,X,X,X,X,6,6,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,17,17,X,X,X,X,7,7,X,X,X,X,10,10,X,X,X,X,0,0,X,X,X,X,32,32,X,X,X,X
1569,podlaskie,bielski,Boćki,wiejska,OPS,302003042000,0,0,X,X,X,X,12,12,X,X,X,X,5,5,X,X,X,X,24,24,X,X,X,X,21,21,X,X,X,X,16,16,X,X,X,X,0,0,X,X,X,X,69,69,X,X,X,X,44,44,X,X,X,X,21,21,X,X,X,X,4,4,X,X,X,X,6,6,X,X,X,X,6,6,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,17,17,X,X,X,X,8,8,X,X,X,X,9,9,X,X,X,X,1,1,X,X,X,X,18,18,X,X,X,X
1570,podlaskie,bielski,Brańsk,miejska,OPS,302003021000,1,1,X,X,X,X,1,1,X,X,X,X,3,3,X,X,X,X,9,9,X,X,X,X,9,9,X,X,X,X,7,7,X,X,X,X,0,0,X,X,X,X,13,13,X,X,X,X,8,8,X,X,X,X,6,6,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,10,10,X,X,X,X
1571,podlaskie,bielski,Brańsk,wiejska,OPS,302003052000,2,2,X,X,X,X,8,8,X,X,X,X,4,4,X,X,X,X,17,17,X,X,X,X,14,14,X,X,X,X,8,8,X,X,X,X,0,0,X,X,X,X,33,33,X,X,X,X,20,20,X,X,X,X,14,14,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,4,4,X,X,X,X,1,1,X,X,X,X,3,3,X,X,X,X,0,0,X,X,X,X,20,20,X,X,X,X
1572,podlaskie,bielski,Orla,wiejska,OPS,302003062000,0,0,X,X,X,X,2,2,X,X,X,X,2,2,X,X,X,X,11,11,X,X,X,X,11,11,X,X,X,X,7,7,X,X,X,X,0,0,X,X,X,X,21,21,X,X,X,X,22,22,X,X,X,X,7,7,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,13,13,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,2,2,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,9,9,X,X,X,X
1573,podlaskie,bielski,Rudka,wiejska,OPS,302003072000,2,2,X,X,X,X,3,3,X,X,X,X,3,3,X,X,X,X,9,9,X,X,X,X,9,9,X,X,X,X,6,6,X,X,X,X,0,0,X,X,X,X,36,36,X,X,X,X,12,12,X,X,X,X,9,9,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,2,2,X,X,X,X,2,2,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,11,11,X,X,X,X
1574,podlaskie,bielski,Wyszki,wiejska,OPS,302003082000,2,2,X,X,X,X,6,6,X,X,X,X,3,3,X,X,X,X,21,21,X,X,X,X,14,14,X,X,X,X,7,7,X,X,X,X,0,0,X,X,X,X,55,55,X,X,X,X,40,40,X,X,X,X,16,16,X,X,X,X,2,2,X,X,X,X,5,5,X,X,X,X,4,4,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,20,20,X,X,X,X,8,8,X,X,X,X,12,12,X,X,X,X,0,0,X,X,X,X,18,18,X,X,X,X
1575,podlaskie,grajewski,Grajewo,miejska,OPS,302004011000,0,0,X,X,X,X,24,24,X,X,X,X,24,24,X,X,X,X,63,63,X,X,X,X,40,40,X,X,X,X,23,23,X,X,X,X,0,0,X,X,X,X,198,198,X,X,X,X,198,198,X,X,X,X,90,90,X,X,X,X,0,0,X,X,X,X,10,10,X,X,X,X,12,12,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,96,96,X,X,X,X,50,50,X,X,X,X,46,46,X,X,X,X,0,0,X,X,X,X,25,25,X,X,X,X
1576,podlaskie,grajewski,Grajewo,wiejska,OPS,302004022000,0,0,X,X,X,X,6,6,X,X,X,X,0,0,X,X,X,X,24,24,X,X,X,X,7,7,X,X,X,X,17,17,X,X,X,X,0,0,X,X,X,X,91,91,X,X,X,X,65,65,X,X,X,X,26,26,X,X,X,X,3,3,X,X,X,X,3,3,X,X,X,X,19,19,X,X,X,X,2,2,X,X,X,X,3,3,X,X,X,X,20,20,X,X,X,X,8,8,X,X,X,X,11,11,X,X,X,X,1,1,X,X,X,X,19,19,X,X,X,X
1577,podlaskie,grajewski,Radziłów,wiejska,OPS,302004032000,0,0,X,X,X,X,5,5,X,X,X,X,5,5,X,X,X,X,15,15,X,X,X,X,15,15,X,X,X,X,6,6,X,X,X,X,1,1,X,X,X,X,35,35,X,X,X,X,18,18,X,X,X,X,15,15,X,X,X,X,1,1,X,X,X,X,3,3,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,2,2,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,17,17,X,X,X,X
1578,podlaskie,grajewski,Rajgród,miejsko-wiejska,OPS,302004043000,1,1,X,X,X,X,13,13,X,X,X,X,1,1,X,X,X,X,20,20,X,X,X,X,20,20,X,X,X,X,15,15,X,X,X,X,2,2,X,X,X,X,45,45,X,X,X,X,45,45,X,X,X,X,19,19,X,X,X,X,0,0,X,X,X,X,4,4,X,X,X,X,2,2,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,24,24,X,X,X,X,11,11,X,X,X,X,13,13,X,X,X,X,1,1,X,X,X,X,11,11,X,X,X,X
1579,podlaskie,grajewski,Szczuczyn,miejsko-wiejska,OPS,302004053000,0,0,X,X,X,X,5,5,X,X,X,X,4,4,X,X,X,X,23,23,X,X,X,X,23,23,X,X,X,X,12,12,X,X,X,X,0,0,X,X,X,X,69,69,X,X,X,X,46,46,X,X,X,X,25,25,X,X,X,X,2,2,X,X,X,X,2,2,X,X,X,X,7,7,X,X,X,X,0,0,X,X,X,X,2,2,X,X,X,X,14,14,X,X,X,X,5,5,X,X,X,X,9,9,X,X,X,X,0,0,X,X,X,X,23,23,X,X,X,X
1580,podlaskie,grajewski,Wąsosz,wiejska,OPS,302004062000,1,1,X,X,X,X,6,6,X,X,X,X,4,4,X,X,X,X,13,13,X,X,X,X,0,0,X,X,X,X,13,13,X,X,X,X,0,0,X,X,X,X,29,29,X,X,X,X,16,16,X,X,X,X,10,10,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,5,5,X,X,X,X,2,2,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,8,8,X,X,X,X
1581,podlaskie,hajnowski,Białowieża,wiejska,OPS,302005022000,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,3,3,X,X,X,X,2,2,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,2,2,X,X,X,X
1582,podlaskie,hajnowski,Czeremcha,wiejska,OPS,302005032000,5,5,X,X,X,X,4,4,X,X,X,X,1,1,X,X,X,X,15,15,X,X,X,X,10,10,X,X,X,X,7,7,X,X,X,X,0,0,X,X,X,X,22,22,X,X,X,X,9,9,X,X,X,X,8,8,X,X,X,X,1,1,X,X,X,X,3,3,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,13,13,X,X,X,X
1583,podlaskie,hajnowski,Czyże,wiejska,OPS,302005042000,0,0,X,X,X,X,3,3,X,X,X,X,2,2,X,X,X,X,7,7,X,X,X,X,5,5,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,18,18,X,X,X,X,8,8,X,X,X,X,5,5,X,X,X,X,0,0,X,X,X,X,3,3,X,X,X,X,3,3,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,5,5,X,X,X,X
1584,podlaskie,hajnowski,Dubicze Cerkiewne,wiejska,OPS,302005052000,0,0,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,8,8,X,X,X,X,6,6,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,22,22,X,X,X,X,22,22,X,X,X,X,8,8,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,8,8,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,6,6,X,X,X,X,3,3,X,X,X,X,3,3,X,X,X,X,0,0,X,X,X,X,5,5,X,X,X,X
1585,podlaskie,hajnowski,Hajnówka,miejska,OPS,302005011000,3,3,X,X,X,X,6,6,X,X,X,X,8,8,X,X,X,X,79,79,X,X,X,X,28,28,X,X,X,X,51,51,X,X,X,X,0,0,X,X,X,X,255,255,X,X,X,X,94,94,X,X,X,X,71,71,X,X,X,X,14,14,X,X,X,X,9,9,X,X,X,X,9,9,X,X,X,X,2,2,X,X,X,X,2,2,X,X,X,X,14,14,X,X,X,X,8,8,X,X,X,X,6,6,X,X,X,X,1,1,X,X,X,X,82,82,X,X,X,X
1586,podlaskie,hajnowski,Hajnówka,wiejska,OPS,302005062000,0,0,X,X,X,X,7,7,X,X,X,X,7,7,X,X,X,X,22,22,X,X,X,X,21,21,X,X,X,X,19,19,X,X,X,X,0,0,X,X,X,X,22,22,X,X,X,X,40,40,X,X,X,X,23,23,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,16,16,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,21,21,X,X,X,X
1587,podlaskie,hajnowski,Kleszczele,miejsko-wiejska,OPS,302005073000,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,4,4,X,X,X,X,2,2,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,8,8,X,X,X,X,4,4,X,X,X,X,3,3,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,4,4,X,X,X,X
1588,podlaskie,hajnowski,Narew,wiejska,OPS,302005082000,3,3,X,X,X,X,3,3,X,X,X,X,3,3,X,X,X,X,14,14,X,X,X,X,4,4,X,X,X,X,10,10,X,X,X,X,0,0,X,X,X,X,50,50,X,X,X,X,16,16,X,X,X,X,12,12,X,X,X,X,0,0,X,X,X,X,2,2,X,X,X,X,4,4,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,11,11,X,X,X,X
1589,podlaskie,hajnowski,Narewka,wiejska,OPS,302005092000,0,0,X,X,X,X,2,2,X,X,X,X,4,4,X,X,X,X,13,13,X,X,X,X,7,7,X,X,X,X,6,6,X,X,X,X,0,0,X,X,X,X,31,31,X,X,X,X,13,13,X,X,X,X,10,10,X,X,X,X,0,0,X,X,X,X,4,4,X,X,X,X,3,3,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,3,3,X,X,X,X
1590,podlaskie,kolneński,Grabowo,wiejska,OPS,302006022000,0,0,X,X,X,X,0,0,X,X,X,X,4,4,X,X,X,X,8,8,X,X,X,X,8,8,X,X,X,X,5,5,X,X,X,X,0,0,X,X,X,X,17,17,X,X,X,X,9,9,X,X,X,X,8,8,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,10,10,X,X,X,X
1591,podlaskie,kolneński,Kolno,miejska,OPS,302006011000,6,6,X,X,X,X,7,7,X,X,X,X,6,6,X,X,X,X,41,41,X,X,X,X,25,25,X,X,X,X,16,16,X,X,X,X,0,0,X,X,X,X,86,86,X,X,X,X,86,86,X,X,X,X,40,40,X,X,X,X,0,0,X,X,X,X,2,2,X,X,X,X,10,10,X,X,X,X,0,0,X,X,X,X,2,2,X,X,X,X,36,36,X,X,X,X,18,18,X,X,X,X,18,18,X,X,X,X,0,0,X,X,X,X,20,20,X,X,X,X
1592,podlaskie,kolneński,Kolno,wiejska,OPS,302006032000,2,2,X,X,X,X,13,13,X,X,X,X,5,5,X,X,X,X,35,35,X,X,X,X,33,33,X,X,X,X,22,22,X,X,X,X,1,1,X,X,X,X,153,153,X,X,X,X,119,119,X,X,X,X,40,40,X,X,X,X,6,6,X,X,X,X,14,14,X,X,X,X,24,24,X,X,X,X,4,4,X,X,X,X,9,9,X,X,X,X,55,55,X,X,X,X,28,28,X,X,X,X,27,27,X,X,X,X,1,1,X,X,X,X,17,17,X,X,X,X
1593,podlaskie,kolneński,Mały Płock,wiejska,OPS,302006042000,1,1,X,X,X,X,4,4,X,X,X,X,2,2,X,X,X,X,19,19,X,X,X,X,18,18,X,X,X,X,8,8,X,X,X,X,0,0,X,X,X,X,43,43,X,X,X,X,24,24,X,X,X,X,18,18,X,X,X,X,2,2,X,X,X,X,4,4,X,X,X,X,6,6,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,20,20,X,X,X,X
1594,podlaskie,kolneński,Stawiski,miejsko-wiejska,OPS,302006053000,1,1,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,28,28,X,X,X,X,0,0,X,X,X,X,28,28,X,X,X,X,0,0,X,X,X,X,92,92,X,X,X,X,92,92,X,X,X,X,27,27,X,X,X,X,0,0,X,X,X,X,11,11,X,X,X,X,51,51,X,X,X,X,0,0,X,X,X,X,7,7,X,X,X,X,14,14,X,X,X,X,9,9,X,X,X,X,5,5,X,X,X,X,0,0,X,X,X,X,28,28,X,X,X,X
1595,podlaskie,kolneński,Turośl,wiejska,OPS,302006062000,1,1,X,X,X,X,2,2,X,X,X,X,1,1,X,X,X,X,18,18,X,X,X,X,17,17,X,X,X,X,7,7,X,X,X,X,0,0,X,X,X,X,60,60,X,X,X,X,36,36,X,X,X,X,15,15,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,3,3,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,18,18,X,X,X,X,10,10,X,X,X,X,8,8,X,X,X,X,0,0,X,X,X,X,13,13,X,X,X,X
1596,podlaskie,m. Łomża,M. Łomża,miejska,MOPR,252062011000,6,6,X,X,X,X,14,14,X,X,X,X,14,14,X,X,X,X,128,128,X,X,X,X,111,111,X,X,X,X,36,36,X,X,X,X,0,0,X,X,X,X,368,368,X,X,X,X,142,142,X,X,X,X,109,109,X,X,X,X,0,0,X,X,X,X,10,10,X,X,X,X,17,17,X,X,X,X,0,0,X,X,X,X,6,6,X,X,X,X,16,16,X,X,X,X,9,9,X,X,X,X,7,7,X,X,X,X,0,0,X,X,X,X,7,7,X,X,X,X
1597,podlaskie,łomżyński,Jedwabne,miejsko-wiejska,OPS,302007013000,0,0,X,X,X,X,6,6,X,X,X,X,0,0,X,X,X,X,13,13,X,X,X,X,12,12,X,X,X,X,10,10,X,X,X,X,0,0,X,X,X,X,54,54,X,X,X,X,41,41,X,X,X,X,13,13,X,X,X,X,1,1,X,X,X,X,4,4,X,X,X,X,9,9,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,19,19,X,X,X,X,8,8,X,X,X,X,11,11,X,X,X,X,0,0,X,X,X,X,5,5,X,X,X,X
1598,podlaskie,łomżyński,Łomża,wiejska,OPS,302007022000,0,0,X,X,X,X,13,13,X,X,X,X,4,4,X,X,X,X,29,29,X,X,X,X,29,29,X,X,X,X,23,23,X,X,X,X,0,0,X,X,X,X,75,75,X,X,X,X,40,40,X,X,X,X,29,29,X,X,X,X,0,0,X,X,X,X,4,4,X,X,X,X,3,3,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,8,8,X,X,X,X,5,5,X,X,X,X,3,3,X,X,X,X,0,0,X,X,X,X,17,17,X,X,X,X
1599,podlaskie,łomżyński,Miastkowo,wiejska,OPS,302007032000,0,0,X,X,X,X,4,4,X,X,X,X,1,1,X,X,X,X,11,11,X,X,X,X,3,3,X,X,X,X,9,9,X,X,X,X,0,0,X,X,X,X,37,37,X,X,X,X,22,22,X,X,X,X,11,11,X,X,X,X,0,0,X,X,X,X,2,2,X,X,X,X,11,11,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,11,11,X,X,X,X
1600,podlaskie,łomżyński,Nowogród,miejsko-wiejska,OPS,302007043000,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,5,5,X,X,X,X,5,5,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,12,12,X,X,X,X,7,7,X,X,X,X,5,5,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,7,7,X,X,X,X
1601,podlaskie,łomżyński,Piątnica,wiejska,OPS,302007052000,2,2,X,X,X,X,7,7,X,X,X,X,4,4,X,X,X,X,25,25,X,X,X,X,20,20,X,X,X,X,25,25,X,X,X,X,1,1,X,X,X,X,118,118,X,X,X,X,33,33,X,X,X,X,28,28,X,X,X,X,0,0,X,X,X,X,3,3,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,3,3,X,X,X,X,2,2,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,26,26,X,X,X,X
1602,podlaskie,łomżyński,Przytuły,wiejska,OPS,302007062000,0,0,X,X,X,X,4,4,X,X,X,X,1,1,X,X,X,X,4,4,X,X,X,X,4,4,X,X,X,X,4,4,X,X,X,X,0,0,X,X,X,X,18,18,X,X,X,X,18,18,X,X,X,X,7,7,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,7,7,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,4,4,X,X,X,X,3,3,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X
1603,podlaskie,łomżyński,Śniadowo,wiejska,OPS,302007072000,0,0,X,X,X,X,8,8,X,X,X,X,1,1,X,X,X,X,9,9,X,X,X,X,9,9,X,X,X,X,4,4,X,X,X,X,1,1,X,X,X,X,27,27,X,X,X,X,9,9,X,X,X,X,7,7,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,10,10,X,X,X,X
1604,podlaskie,łomżyński,Wizna,wiejska,OPS,302007082000,0,0,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,7,7,X,X,X,X,5,5,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,20,20,X,X,X,X,20,20,X,X,X,X,9,9,X,X,X,X,0,0,X,X,X,X,4,4,X,X,X,X,7,7,X,X,X,X,0,0,X,X,X,X,3,3,X,X,X,X,4,4,X,X,X,X,2,2,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,5,5,X,X,X,X
1605,podlaskie,łomżyński,Zbójna,wiejska,OPS,302007092000,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,8,8,X,X,X,X,5,5,X,X,X,X,3,3,X,X,X,X,0,0,X,X,X,X,24,24,X,X,X,X,8,8,X,X,X,X,7,7,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,3,3,X,X,X,X
1606,podlaskie,moniecki,Goniądz,miejsko-wiejska,OPS,302008013000,4,4,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,18,18,X,X,X,X,18,18,X,X,X,X,18,18,X,X,X,X,1,1,X,X,X,X,60,60,X,X,X,X,22,22,X,X,X,X,13,13,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,5,5,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,4,4,X,X,X,X,3,3,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,15,15,X,X,X,X
1607,podlaskie,moniecki,Jasionówka,wiejska,OPS,302008022000,0,0,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,10,10,X,X,X,X,6,6,X,X,X,X,10,10,X,X,X,X,0,0,X,X,X,X,34,34,X,X,X,X,10,10,X,X,X,X,6,6,X,X,X,X,0,0,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,3,3,X,X,X,X,2,2,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,10,10,X,X,X,X
1608,podlaskie,moniecki,Jaświły,wiejska,OPS,302008032000,0,0,X,X,X,X,4,4,X,X,X,X,0,0,X,X,X,X,11,11,X,X,X,X,11,11,X,X,X,X,7,7,X,X,X,X,1,1,X,X,X,X,45,45,X,X,X,X,45,45,X,X,X,X,15,15,X,X,X,X,0,0,X,X,X,X,2,2,X,X,X,X,19,19,X,X,X,X,0,0,X,X,X,X,2,2,X,X,X,X,11,11,X,X,X,X,5,5,X,X,X,X,6,6,X,X,X,X,1,1,X,X,X,X,10,10,X,X,X,X
1609,podlaskie,moniecki,Knyszyn,miejsko-wiejska,OPS,302008043000,0,0,X,X,X,X,1,1,X,X,X,X,0,0,X,X,X,X,8,8,X,X,X,X,1,1,X,X,X,X,7,7,X,X,X,X,0,0,X,X,X,X,17,17,X,X,X,X,9,9,X,X,X,X,5,5,X,X,X,X,1,1,X,X,X,X,1,1,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,2,2,X,X,X,X,2,2,X,X,X,X,0,0,X,X,X,X,0,0,X,X,X,X,8,8,X,X,X,X
