LP.,wojewodztwo,powiat,gmina,typ gminy,"typ
jednostki",KESO,razem,MRiPS,MSWIA,MZ,MEiN,MKDNiS
263,kujawsko - pomorskie,sępoleński,Kamień Krajeński,miejsko-wiejska,OPS,300413013000,11,11,X,X,X,X
264,kujawsko - pomorskie,sępoleński,Sępólno Krajeńskie,miejsko-wiejska,OPS,300413023000,48,48,X,X,X,X
265,kujawsko - pomorskie,sępoleński,Sośno,wiejska,OPS,300413032000,8,8,X,X,X,X
266,kujawsko - pomorskie,sępoleński,Więcbork,miejsko-wiejska,OPS,300413043000,30,30,X,X,X,X
267,kujawsko - pomorskie,świecki,Bukowiec,wiejska,OPS,300414012000,5,5,X,X,X,X
268,kujawsko - pomorskie,świecki,Dragacz,wiejska,OPS,300414022000,15,15,X,X,X,X
269,kujawsko - pomorskie,świecki,Drzycim,wiejska,OPS,300414032000,0,0,X,X,X,X
270,kujawsko - pomorskie,świecki,Jeżewo,wiejska,OPS,300414042000,19,19,X,X,X,X
271,kujawsko - pomorskie,świecki,Lniano,wiejska,OPS,300414052000,10,10,X,X,X,X
272,kujawsko - pomorskie,świecki,Nowe,miejsko-wiejska,OPS,300414063000,22,22,X,X,X,X
273,kujawsko - pomorskie,świecki,Osie,wiejska,OPS,300414072000,4,4,X,X,X,X
274,kujawsko - pomorskie,świecki,Pruszcz,wiejska,OPS,300414082000,11,11,X,X,X,X
275,kujawsko - pomorskie,świecki,Świecie,miejsko-wiejska,OPS,300414093000,39,39,X,X,X,X
276,kujawsko - pomorskie,świecki,Świekatowo,wiejska,OPS,300414102000,8,8,X,X,X,X
277,kujawsko - pomorskie,świecki,Warlubie,wiejska,OPS,300414112000,21,21,X,X,X,X
278,kujawsko - pomorskie,m. Toruń,M. Toruń,miejska,MOPR,250463011000,237,237,X,X,X,X
279,kujawsko - pomorskie,toruński,Chełmża,miejska,OPS,300415011000,7,7,X,X,X,X
280,kujawsko - pomorskie,toruński,Chełmża,wiejska,OPS,300415022000,9,9,X,X,X,X
281,kujawsko - pomorskie,toruński,Czernikowo,wiejska,OPS,300415032000,20,20,X,X,X,X
282,kujawsko - pomorskie,toruński,Lubicz,wiejska,OPS,300415042000,21,21,X,X,X,X
283,kujawsko - pomorskie,toruński,Łubianka,wiejska,OPS,300415052000,2,2,X,X,X,X
284,kujawsko - pomorskie,toruński,Łysomice,wiejska,OPS,300415062000,7,7,X,X,X,X
285,kujawsko - pomorskie,toruński,Obrowo,wiejska,OPS,300415072000,22,22,X,X,X,X
286,kujawsko - pomorskie,toruński,Wielka Nieszawka,wiejska,OPS,300415082000,3,3,X,X,X,X
287,kujawsko - pomorskie,toruński,Zławieś Wielka,wiejska,OPS,300415092000,20,20,X,X,X,X
288,kujawsko - pomorskie,tucholski,Cekcyn,wiejska,OPS,300416012000,15,15,X,X,X,X
289,kujawsko - pomorskie,tucholski,Gostycyn,wiejska,OPS,300416022000,0,0,X,X,X,X
290,kujawsko - pomorskie,tucholski,Kęsowo,wiejska,OPS,300416032000,3,3,X,X,X,X
291,kujawsko - pomorskie,tucholski,Lubiewo,wiejska,OPS,300416042000,10,10,X,X,X,X
292,kujawsko - pomorskie,tucholski,Śliwice,wiejska,OPS,300416052000,15,15,X,X,X,X
293,kujawsko - pomorskie,tucholski,Tuchola,miejsko-wiejska,OPS,300416063000,5,5,X,X,X,X
294,kujawsko - pomorskie,wąbrzeski,Dębowa Łąka,wiejska,OPS,300417022000,0,0,X,X,X,X
295,kujawsko - pomorskie,wąbrzeski,Książki,wiejska,OPS,300417032000,3,3,X,X,X,X
296,kujawsko - pomorskie,wąbrzeski,Płużnica,wiejska,OPS,300417042000,14,14,X,X,X,X
297,kujawsko - pomorskie,wąbrzeski,Ryńsk,wiejska,OPS,300417052000,42,42,X,X,X,X
298,kujawsko - pomorskie,wąbrzeski,Wąbrzeźno,miejska,OPS,300417011000,5,5,X,X,X,X
299,kujawsko - pomorskie,m. Włocławek,M. Włocławek,miejska,MOPR,250464011000,341,341,X,X,X,X
300,kujawsko - pomorskie,włocławski,Baruchowo,wiejska,OPS,300418022000,13,13,X,X,X,X
301,kujawsko - pomorskie,włocławski,Boniewo,wiejska,OPS,300418032000,2,2,X,X,X,X
302,kujawsko - pomorskie,włocławski,Brześć Kujawski,miejsko-wiejska,OPS,300418043000,10,10,X,X,X,X
303,kujawsko - pomorskie,włocławski,Choceń,wiejska,OPS,300418052000,9,9,X,X,X,X
304,kujawsko - pomorskie,włocławski,Chodecz,miejsko-wiejska,OPS,300418063000,8,8,X,X,X,X
305,kujawsko - pomorskie,włocławski,Fabianki,wiejska,OPS,300418072000,31,31,X,X,X,X
306,kujawsko - pomorskie,włocławski,Izbica Kujawska,miejsko-wiejska,OPS,300418083000,11,11,X,X,X,X
307,kujawsko - pomorskie,włocławski,Kowal,miejska,OPS,300418011000,5,5,X,X,X,X
308,kujawsko - pomorskie,włocławski,Kowal,wiejska,OPS,300418092000,4,4,X,X,X,X
309,kujawsko - pomorskie,włocławski,Lubanie,wiejska,OPS,300418102000,6,6,X,X,X,X
310,kujawsko - pomorskie,włocławski,Lubień Kujawski,miejsko-wiejska,OPS,300418113000,8,8,X,X,X,X
311,kujawsko - pomorskie,włocławski,Lubraniec,miejsko-wiejska,OPS,300418123000,21,21,X,X,X,X
312,kujawsko - pomorskie,włocławski,Włocławek,wiejska,OPS,300418132000,14,14,X,X,X,X
313,kujawsko - pomorskie,żniński,Barcin,miejsko-wiejska,OPS,300419013000,6,6,X,X,X,X
314,kujawsko - pomorskie,żniński,Gąsawa,wiejska,OPS,300419022000,0,0,X,X,X,X
315,kujawsko - pomorskie,żniński,Janowiec Wielkopolski,miejsko-wiejska,OPS,300419033000,13,13,X,X,X,X
316,kujawsko - pomorskie,żniński,Łabiszyn,miejsko-wiejska,OPS,300419043000,22,22,X,X,X,X
317,kujawsko - pomorskie,żniński,Rogowo,wiejska,OPS,300419052000,12,12,X,X,X,X
318,kujawsko - pomorskie,żniński,Żnin,miejsko-wiejska,OPS,300419063000,68,68,X,X,X,X
319,lubelskie,-,-,-,WPS,100600000000,3747,3747,X,X,X,X
320,lubelskie,bialski,Biała Podlaska,wiejska,OPS,300601032000,32,32,X,X,X,X
321,lubelskie,bialski,Drelów,wiejska,OPS,300601042000,10,10,X,X,X,X
322,lubelskie,bialski,Janów Podlaski,wiejska,OPS,300601052000,12,12,X,X,X,X
323,lubelskie,bialski,Kodeń,wiejska,OPS,300601062000,22,22,X,X,X,X
324,lubelskie,bialski,Konstantynów,wiejska,OPS,300601072000,2,2,X,X,X,X
325,lubelskie,bialski,Leśna Podlaska,wiejska,OPS,300601082000,18,18,X,X,X,X
326,lubelskie,bialski,Łomazy,wiejska,OPS,300601092000,6,6,X,X,X,X
327,lubelskie,bialski,Międzyrzec Podlaski,miejska,OPS,300601011000,32,32,X,X,X,X
328,lubelskie,bialski,Międzyrzec Podlaski,wiejska,OPS,300601102000,15,15,X,X,X,X
329,lubelskie,bialski,Piszczac,wiejska,OPS,300601112000,13,13,X,X,X,X
330,lubelskie,bialski,Rokitno,wiejska,OPS,300601122000,2,2,X,X,X,X
331,lubelskie,bialski,Rossosz,wiejska,OPS,300601132000,1,1,X,X,X,X
332,lubelskie,bialski,Sławatycze,wiejska,OPS,300601142000,3,3,X,X,X,X
333,lubelskie,bialski,Sosnówka,wiejska,OPS,300601152000,1,1,X,X,X,X
334,lubelskie,bialski,Terespol,miejska,OPS,300601021000,2,2,X,X,X,X
335,lubelskie,bialski,Terespol,wiejska,OPS,300601162000,18,18,X,X,X,X
336,lubelskie,bialski,Tuczna,wiejska,OPS,300601172000,5,5,X,X,X,X
337,lubelskie,bialski,Wisznice,wiejska,OPS,300601182000,5,5,X,X,X,X
338,lubelskie,bialski,Zalesie,wiejska,OPS,300601192000,13,13,X,X,X,X
339,lubelskie,m. Biała Podlaska,M. Biała Podlaska,miejska,MOPR,250661011000,149,149,X,X,X,X
340,lubelskie,biłgorajski,Aleksandrów,wiejska,OPS,300602022000,3,3,X,X,X,X
341,lubelskie,biłgorajski,Biłgoraj,miejska,OPS,300602011000,57,57,X,X,X,X
342,lubelskie,biłgorajski,Biłgoraj,wiejska,OPS,300602032000,28,28,X,X,X,X
343,lubelskie,biłgorajski,Biszcza,wiejska,OPS,300602042000,2,2,X,X,X,X
344,lubelskie,biłgorajski,Frampol,miejsko-wiejska,OPS,300602053000,2,2,X,X,X,X
345,lubelskie,biłgorajski,Goraj,wiejska,OPS,300602062000,1,1,X,X,X,X
346,lubelskie,biłgorajski,Józefów,miejsko-wiejska,OPS,300602073000,4,4,X,X,X,X
347,lubelskie,biłgorajski,Księżpol,wiejska,OPS,300602082000,6,6,X,X,X,X
348,lubelskie,biłgorajski,Łukowa,wiejska,OPS,300602092000,3,3,X,X,X,X
349,lubelskie,biłgorajski,Obsza,wiejska,OPS,300602102000,11,11,X,X,X,X
350,lubelskie,biłgorajski,Potok Górny,wiejska,OPS,300602112000,10,10,X,X,X,X
351,lubelskie,biłgorajski,Tarnogród,miejsko-wiejska,OPS,300602123000,12,12,X,X,X,X
352,lubelskie,biłgorajski,Tereszpol,wiejska,OPS,300602132000,6,6,X,X,X,X
353,lubelskie,biłgorajski,Turobin,wiejska,OPS,300602142000,19,19,X,X,X,X
354,lubelskie,m. Chełm,M. Chełm,miejska,MOPR,250662011000,113,113,X,X,X,X
355,lubelskie,chełmski,Białopole,wiejska,OPS,300603022000,4,4,X,X,X,X
356,lubelskie,chełmski,Chełm,wiejska,OPS,300603032000,17,17,X,X,X,X
357,lubelskie,chełmski,Dorohusk,wiejska,OPS,300603042000,8,8,X,X,X,X
358,lubelskie,chełmski,Dubienka,wiejska,OPS,300603052000,0,0,X,X,X,X
359,lubelskie,chełmski,Kamień,wiejska,OPS,300603062000,5,5,X,X,X,X
360,lubelskie,chełmski,Leśniowice,wiejska,OPS,300603072000,5,5,X,X,X,X
361,lubelskie,chełmski,Rejowiec Fabryczny,miejska,OPS,300603011000,3,3,X,X,X,X
362,lubelskie,chełmski,Rejowiec Fabryczny,wiejska,OPS,300603082000,0,0,X,X,X,X
363,lubelskie,chełmski,Rejowiec,miejsko-wiejska,OPS,300606082000,9,9,X,X,X,X
364,lubelskie,chełmski,Ruda-Huta,wiejska,OPS,300603092000,6,6,X,X,X,X
365,lubelskie,chełmski,Sawin,wiejska,OPS,300603102000,9,9,X,X,X,X
366,lubelskie,chełmski,Siedliszcze,miejsko-wiejska,OPS,300603112000,17,17,X,X,X,X
367,lubelskie,chełmski,Wierzbica,wiejska,OPS,300603122000,6,6,X,X,X,X
368,lubelskie,chełmski,Wojsławice,wiejska,OPS,300603132000,12,12,X,X,X,X
369,lubelskie,chełmski,Żmudź,wiejska,OPS,300603142000,4,4,X,X,X,X
370,lubelskie,hrubieszowski,Dołhobyczów,wiejska,OPS,300604022000,15,15,X,X,X,X
371,lubelskie,hrubieszowski,Horodło,wiejska,OPS,300604032000,12,12,X,X,X,X
372,lubelskie,hrubieszowski,Hrubieszów,miejska,OPS,300604011000,51,51,X,X,X,X
373,lubelskie,hrubieszowski,Hrubieszów,wiejska,OPS,300604042000,0,0,X,X,X,X
374,lubelskie,hrubieszowski,Mircze,wiejska,OPS,300604052000,4,4,X,X,X,X
375,lubelskie,hrubieszowski,Trzeszczany,wiejska,OPS,300604062000,7,7,X,X,X,X
376,lubelskie,hrubieszowski,Uchanie,wiejska,OPS,300604072000,0,0,X,X,X,X
377,lubelskie,hrubieszowski,Werbkowice,wiejska,OPS,300604082000,7,7,X,X,X,X
378,lubelskie,janowski,Batorz,wiejska,OPS,300605012000,2,2,X,X,X,X
379,lubelskie,janowski,Chrzanów,wiejska,OPS,300605022000,4,4,X,X,X,X
380,lubelskie,janowski,Dzwola,wiejska,OPS,300605032000,0,0,X,X,X,X
381,lubelskie,janowski,Godziszów,wiejska,OPS,300605042000,10,10,X,X,X,X
382,lubelskie,janowski,Janów Lubelski,miejsko-wiejska,OPS,300605053000,31,31,X,X,X,X
383,lubelskie,janowski,Modliborzyce,miejsko-wiejska,OPS,300605062000,18,18,X,X,X,X
384,lubelskie,janowski,Potok Wielki,wiejska,OPS,300605072000,4,4,X,X,X,X
385,lubelskie,krasnostawski,Fajsławice,wiejska,OPS,300606022000,6,6,X,X,X,X
386,lubelskie,krasnostawski,Gorzków,wiejska,OPS,300606032000,5,5,X,X,X,X
387,lubelskie,krasnostawski,Izbica,wiejska,OPS,300606042000,9,9,X,X,X,X
388,lubelskie,krasnostawski,Krasnystaw,miejska,OPS,300606011000,29,29,X,X,X,X
389,lubelskie,krasnostawski,Krasnystaw,wiejska,OPS,300606052000,10,10,X,X,X,X
390,lubelskie,krasnostawski,Kraśniczyn,wiejska,OPS,300606062000,10,10,X,X,X,X
391,lubelskie,krasnostawski,Łopiennik Górny,wiejska,OPS,300606072000,5,5,X,X,X,X
392,lubelskie,krasnostawski,Rudnik,wiejska,OPS,300606092000,5,5,X,X,X,X
393,lubelskie,krasnostawski,Siennica Różana,wiejska,OPS,300606102000,6,6,X,X,X,X
394,lubelskie,krasnostawski,Żółkiewka,wiejska,OPS,300606112000,12,12,X,X,X,X
395,lubelskie,kraśnicki,Annopol,miejsko-wiejska,OPS,300607023000,12,12,X,X,X,X
396,lubelskie,kraśnicki,Dzierzkowice,wiejska,OPS,300607032000,3,3,X,X,X,X
397,lubelskie,kraśnicki,Gościeradów,wiejska,OPS,300607042000,0,0,X,X,X,X
398,lubelskie,kraśnicki,Kraśnik,miejska,OPS,300607011000,55,55,X,X,X,X
399,lubelskie,kraśnicki,Kraśnik,wiejska,OPS,300607052000,3,3,X,X,X,X
400,lubelskie,kraśnicki,Szastarka,wiejska,OPS,300607062000,7,7,X,X,X,X
401,lubelskie,kraśnicki,Trzydnik Duży,wiejska,OPS,300607072000,6,6,X,X,X,X
402,lubelskie,kraśnicki,Urzędów,miejsko-wiejska,OPS,300607082000,12,12,X,X,X,X
403,lubelskie,kraśnicki,Wilkołaz,wiejska,OPS,300607092000,7,7,X,X,X,X
404,lubelskie,kraśnicki,Zakrzówek,wiejska,OPS,300607102000,0,0,X,X,X,X
405,lubelskie,lubartowski,Abramów,wiejska,OPS,300608022000,8,8,X,X,X,X
406,lubelskie,lubartowski,Firlej,wiejska,OPS,300608032000,12,12,X,X,X,X
407,lubelskie,lubartowski,Jeziorzany,wiejska,OPS,300608042000,14,14,X,X,X,X
408,lubelskie,lubartowski,Kamionka,wiejska,OPS,300608052000,3,3,X,X,X,X
409,lubelskie,lubartowski,Kock,miejsko-wiejska,OPS,300608063000,6,6,X,X,X,X
410,lubelskie,lubartowski,Lubartów,miejska,OPS,300608011000,42,42,X,X,X,X
411,lubelskie,lubartowski,Lubartów,wiejska,OPS,300608072000,7,7,X,X,X,X
412,lubelskie,lubartowski,Michów,wiejska,OPS,300608082000,13,13,X,X,X,X
413,lubelskie,lubartowski,Niedźwiada,wiejska,OPS,300608092000,11,11,X,X,X,X
414,lubelskie,lubartowski,Ostrów Lubelski,miejsko-wiejska,OPS,300608103000,11,11,X,X,X,X
415,lubelskie,lubartowski,Ostrówek,wiejska,OPS,300608112000,16,16,X,X,X,X
416,lubelskie,lubartowski,Serniki,wiejska,OPS,300608122000,6,6,X,X,X,X
417,lubelskie,lubartowski,Uścimów,wiejska,OPS,300608132000,1,1,X,X,X,X
418,lubelskie,lubelski,Bełżyce,miejsko-wiejska,OPS,300609013000,21,21,X,X,X,X
419,lubelskie,lubelski,Borzechów,wiejska,OPS,300609022000,3,3,X,X,X,X
420,lubelskie,lubelski,Bychawa,miejsko-wiejska,OPS,300609033000,19,19,X,X,X,X
421,lubelskie,lubelski,Garbów,wiejska,OPS,300609042000,14,14,X,X,X,X
422,lubelskie,lubelski,Głusk,wiejska,OPS,300609052000,30,30,X,X,X,X
423,lubelskie,lubelski,Jabłonna,wiejska,OPS,300609062000,16,16,X,X,X,X
424,lubelskie,lubelski,Jastków,wiejska,OPS,300609072000,24,24,X,X,X,X
425,lubelskie,lubelski,Konopnica,wiejska,OPS,300609082000,0,0,X,X,X,X
426,lubelskie,lubelski,Krzczonów,wiejska,OPS,300609092000,16,16,X,X,X,X
427,lubelskie,lubelski,Niedrzwica Duża,wiejska,OPS,300609102000,24,24,X,X,X,X
428,lubelskie,lubelski,Niemce,wiejska,OPS,300609112000,31,31,X,X,X,X
429,lubelskie,lubelski,Strzyżewice,wiejska,OPS,300609122000,6,6,X,X,X,X
430,lubelskie,lubelski,Wojciechów,wiejska,OPS,300609132000,11,11,X,X,X,X
431,lubelskie,lubelski,Wólka,wiejska,OPS,300609142000,28,28,X,X,X,X
432,lubelskie,lubelski,Wysokie,wiejska,OPS,300609152000,9,9,X,X,X,X
433,lubelskie,lubelski,Zakrzew,wiejska,OPS,300609162000,6,6,X,X,X,X
434,lubelskie,m. Lublin,M. Lublin,miejska,MOPR,250663011000,741,741,X,X,X,X
435,lubelskie,łęczyński,Cyców,wiejska,OPS,300610012000,22,22,X,X,X,X
436,lubelskie,łęczyński,Ludwin,wiejska,OPS,300610022000,10,10,X,X,X,X
437,lubelskie,łęczyński,Łęczna,miejsko-wiejska,OPS,300610033000,46,46,X,X,X,X
438,lubelskie,łęczyński,Milejów,wiejska,OPS,300610042000,5,5,X,X,X,X
439,lubelskie,łęczyński,Puchaczów,wiejska,OPS,300610052000,7,7,X,X,X,X
440,lubelskie,łęczyński,Spiczyn,wiejska,OPS,300610062000,21,21,X,X,X,X
441,lubelskie,łukowski,Adamów,wiejska,OPS,300611032000,11,11,X,X,X,X
442,lubelskie,łukowski,Krzywda,wiejska,OPS,300611042000,6,6,X,X,X,X
443,lubelskie,łukowski,Łuków,miejska,OPS,300611011000,32,32,X,X,X,X
444,lubelskie,łukowski,Łuków,wiejska,OPS,300611052000,28,28,X,X,X,X
445,lubelskie,łukowski,Serokomla,wiejska,OPS,300611062000,9,9,X,X,X,X
446,lubelskie,łukowski,Stanin,wiejska,OPS,300611072000,18,18,X,X,X,X
447,lubelskie,łukowski,Stoczek Łukowski,miejska,OPS,300611021000,1,1,X,X,X,X
448,lubelskie,łukowski,Stoczek Łukowski,wiejska,OPS,300611082000,23,23,X,X,X,X
449,lubelskie,łukowski,Trzebieszów,wiejska,OPS,300611092000,6,6,X,X,X,X
450,lubelskie,łukowski,Wojcieszków,wiejska,OPS,300611102000,10,10,X,X,X,X
451,lubelskie,łukowski,Wola Mysłowska,wiejska,OPS,300611112000,2,2,X,X,X,X
452,lubelskie,opolski,Chodel,wiejska,OPS,300612012000,17,17,X,X,X,X
453,lubelskie,opolski,Józefów nad Wisłą,miejsko-wiejska,OPS,300612022000,8,8,X,X,X,X
454,lubelskie,opolski,Karczmiska,wiejska,OPS,300612032000,16,16,X,X,X,X
455,lubelskie,opolski,Łaziska,wiejska,OPS,300612042000,5,5,X,X,X,X
456,lubelskie,opolski,Opole Lubelskie,miejsko-wiejska,OPS,300612053000,56,56,X,X,X,X
457,lubelskie,opolski,Poniatowa,miejsko-wiejska,OPS,300612063000,45,45,X,X,X,X
458,lubelskie,opolski,Wilków,wiejska,OPS,300612072000,1,1,X,X,X,X
459,lubelskie,parczewski,Dębowa Kłoda,wiejska,OPS,300613012000,15,15,X,X,X,X
460,lubelskie,parczewski,Jabłoń,wiejska,OPS,300613022000,6,6,X,X,X,X
461,lubelskie,parczewski,Milanów,wiejska,OPS,300613032000,3,3,X,X,X,X
462,lubelskie,parczewski,Parczew,miejsko-wiejska,OPS,300613043000,24,24,X,X,X,X
463,lubelskie,parczewski,Podedwórze,wiejska,OPS,300613052000,3,3,X,X,X,X
464,lubelskie,parczewski,Siemień,wiejska,OPS,300613062000,11,11,X,X,X,X
465,lubelskie,parczewski,Sosnowica,wiejska,OPS,300613072000,7,7,X,X,X,X
466,lubelskie,puławski,Baranów,wiejska,OPS,300614022000,8,8,X,X,X,X
467,lubelskie,puławski,Janowiec,wiejska,OPS,300614032000,5,5,X,X,X,X
468,lubelskie,puławski,Kazimierz Dolny,miejsko-wiejska,OPS,300614043000,21,21,X,X,X,X
469,lubelskie,puławski,Końskowola,wiejska,OPS,300614052000,4,4,X,X,X,X
470,lubelskie,puławski,Kurów,wiejska,OPS,300614062000,5,5,X,X,X,X
471,lubelskie,puławski,Markuszów,wiejska,OPS,300614072000,13,13,X,X,X,X
472,lubelskie,puławski,Nałęczów,miejsko-wiejska,OPS,300614083000,18,18,X,X,X,X
473,lubelskie,puławski,Puławy,miejska,OPS,300614011000,60,60,X,X,X,X
474,lubelskie,puławski,Puławy,wiejska,OPS,300614092000,32,32,X,X,X,X
475,lubelskie,puławski,Wąwolnica,wiejska,OPS,300614102000,10,10,X,X,X,X
476,lubelskie,puławski,Żyrzyn,wiejska,OPS,300614112000,18,18,X,X,X,X
477,lubelskie,radzyński,Borki,wiejska,OPS,300615022000,9,9,X,X,X,X
478,lubelskie,radzyński,Czemierniki,wiejska,OPS,300615032000,3,3,X,X,X,X
479,lubelskie,radzyński,Kąkolewnica,wiejska,OPS,300615042000,13,13,X,X,X,X
480,lubelskie,radzyński,Komarówka Podlaska,wiejska,OPS,300615052000,5,5,X,X,X,X
481,lubelskie,radzyński,Radzyń Podlaski,miejska,OPS,300615011000,23,23,X,X,X,X
482,lubelskie,radzyński,Radzyń Podlaski,wiejska,OPS,300615062000,19,19,X,X,X,X
483,lubelskie,radzyński,Ulan-Majorat,wiejska,OPS,300615072000,11,11,X,X,X,X
484,lubelskie,radzyński,Wohyń,wiejska,OPS,300615082000,9,9,X,X,X,X
485,lubelskie,rycki,Dęblin,miejska,OPS,300616011000,41,41,X,X,X,X
486,lubelskie,rycki,Kłoczew,wiejska,OPS,300616022000,16,16,X,X,X,X
487,lubelskie,rycki,Nowodwór,wiejska,OPS,300616032000,11,11,X,X,X,X
488,lubelskie,rycki,Ryki,miejsko-wiejska,OPS,300616043000,28,28,X,X,X,X
489,lubelskie,rycki,Stężyca,wiejska,OPS,300616052000,19,19,X,X,X,X
490,lubelskie,rycki,Ułęż,wiejska,OPS,300616062000,5,5,X,X,X,X
491,lubelskie,świdnicki,Mełgiew,wiejska,OPS,300617022000,19,19,X,X,X,X
492,lubelskie,świdnicki,Piaski,miejsko-wiejska,OPS,300617033000,20,20,X,X,X,X
493,lubelskie,świdnicki,Rybczewice,wiejska,OPS,300617042000,3,3,X,X,X,X
494,lubelskie,świdnicki,Świdnik,miejska,OPS,300617011000,68,68,X,X,X,X
495,lubelskie,świdnicki,Trawniki,wiejska,OPS,300617052000,32,32,X,X,X,X
496,lubelskie,tomaszowski,Bełżec,wiejska,OPS,300618022000,2,2,X,X,X,X
497,lubelskie,tomaszowski,Jarczów,wiejska,OPS,300618032000,2,2,X,X,X,X
498,lubelskie,tomaszowski,Krynice,wiejska,OPS,300618042000,4,4,X,X,X,X
499,lubelskie,tomaszowski,Lubycza Królewska,miejsko-wiejska,OPS,300618052000,8,8,X,X,X,X
500,lubelskie,tomaszowski,Łaszczów,miejsko-wiejska,OPS,300618063000,7,7,X,X,X,X
501,lubelskie,tomaszowski,Rachanie,wiejska,OPS,300618072000,5,5,X,X,X,X
502,lubelskie,tomaszowski,Susiec,wiejska,OPS,300618082000,7,7,X,X,X,X
503,lubelskie,tomaszowski,Tarnawatka,wiejska,OPS,300618092000,3,3,X,X,X,X
504,lubelskie,tomaszowski,Telatyn,wiejska,OPS,300618102000,8,8,X,X,X,X
505,lubelskie,tomaszowski,Tomaszów Lubelski,miejska,OPS,300618011000,4,4,X,X,X,X
506,lubelskie,tomaszowski,Tomaszów Lubelski,wiejska,OPS,300618112000,11,11,X,X,X,X
507,lubelskie,tomaszowski,Tyszowce,miejsko-wiejska,OPS,300618123000,6,6,X,X,X,X
508,lubelskie,tomaszowski,Ulhówek,wiejska,OPS,300618132000,0,0,X,X,X,X
509,lubelskie,włodawski,Hanna,wiejska,OPS,300619022000,10,10,X,X,X,X
510,lubelskie,włodawski,Hańsk,wiejska,OPS,300619032000,4,4,X,X,X,X
511,lubelskie,włodawski,Stary Brus,wiejska,OPS,300619042000,7,7,X,X,X,X
512,lubelskie,włodawski,Urszulin,wiejska,OPS,300619052000,8,8,X,X,X,X
513,lubelskie,włodawski,Włodawa,miejska,OPS,300619011000,46,46,X,X,X,X
514,lubelskie,włodawski,Włodawa,wiejska,OPS,300619062000,7,7,X,X,X,X
515,lubelskie,włodawski,Wola Uhruska,wiejska,OPS,300619072000,8,8,X,X,X,X
516,lubelskie,włodawski,Wyryki,wiejska,OPS,300619082000,11,11,X,X,X,X
517,lubelskie,zamojski,Adamów,wiejska,OPS,300620012000,8,8,X,X,X,X
518,lubelskie,zamojski,Grabowiec,wiejska,OPS,300620022000,4,4,X,X,X,X
519,lubelskie,zamojski,Komarów-Osada,wiejska,OPS,300620032000,4,4,X,X,X,X
520,lubelskie,zamojski,Krasnobród,miejsko-wiejska,OPS,300620043000,4,4,X,X,X,X
521,lubelskie,zamojski,Łabunie,wiejska,OPS,300620052000,1,1,X,X,X,X
522,lubelskie,zamojski,Miączyn,wiejska,OPS,300620062000,2,2,X,X,X,X
523,lubelskie,zamojski,Nielisz,wiejska,OPS,300620072000,7,7,X,X,X,X
524,lubelskie,zamojski,Radecznica,wiejska,OPS,300620082000,5,5,X,X,X,X
525,lubelskie,zamojski,Sitno,wiejska,OPS,300620092000,3,3,X,X,X,X
526,lubelskie,zamojski,Skierbieszów,wiejska,OPS,300620102000,4,4,X,X,X,X
527,lubelskie,zamojski,Stary Zamość,wiejska,OPS,300620112000,4,4,X,X,X,X
528,lubelskie,zamojski,Sułów,wiejska,OPS,300620122000,4,4,X,X,X,X
529,lubelskie,zamojski,Szczebrzeszyn,miejsko-wiejska,OPS,300620133000,5,5,X,X,X,X
530,lubelskie,zamojski,Zamość,wiejska,OPS,300620142000,56,56,X,X,X,X
531,lubelskie,zamojski,Zwierzyniec,miejsko-wiejska,OPS,300620153000,17,17,X,X,X,X
532,lubelskie,m. Zamość,M. Zamość,miejska,MOPR,250664011000,170,170,X,X,X,X
533,lubuskie,-,-,-,WPS,100800000000,1632,1632,X,X,X,X
534,lubuskie,gorzowski,Bogdaniec,wiejska,OPS,300801022000,5,5,X,X,X,X
535,lubuskie,gorzowski,Deszczno,wiejska,OPS,300801032000,12,12,X,X,X,X
536,lubuskie,gorzowski,Kłodawa,wiejska,OPS,300801042000,17,17,X,X,X,X
537,lubuskie,gorzowski,Kostrzyn nad Odrą,miejska,OPS,300801011000,65,65,X,X,X,X
538,lubuskie,gorzowski,Lubiszyn,wiejska,OPS,300801052000,13,13,X,X,X,X
539,lubuskie,gorzowski,Santok,wiejska,OPS,300801062000,9,9,X,X,X,X
540,lubuskie,gorzowski,Witnica,miejsko-wiejska,OPS,300801073000,7,7,X,X,X,X
541,lubuskie,m. Gorzów Wielkopolski,M. Gorzów Wielkopolski,miejska,MOPR,250861011000,0,0,X,X,X,X
542,lubuskie,krośnieński,Bobrowice,wiejska,OPS,300802022000,6,6,X,X,X,X
543,lubuskie,krośnieński,Bytnica,wiejska,OPS,300802032000,12,12,X,X,X,X
544,lubuskie,krośnieński,Dąbie,wiejska,OPS,300802042000,12,12,X,X,X,X
545,lubuskie,krośnieński,Gubin,miejska,OPS,300802011000,26,26,X,X,X,X
546,lubuskie,krośnieński,Gubin,wiejska,OPS,300802052000,10,10,X,X,X,X
547,lubuskie,krośnieński,Krosno Odrzańskie,miejsko-wiejska,OPS,300802063000,23,23,X,X,X,X
548,lubuskie,krośnieński,Maszewo,wiejska,OPS,300802072000,9,9,X,X,X,X
549,lubuskie,międzyrzecki,Bledzew,wiejska,OPS,300803012000,6,6,X,X,X,X
550,lubuskie,międzyrzecki,Międzyrzecz,miejsko-wiejska,OPS,300803023000,54,54,X,X,X,X
